date,product_id,warehouse_id,demand,price,promotion_active,lead_time,supplier_delay,inventory_level,stockout
2026-01-02,26,2,67,485.1,0,28,0,196.9574303497045,0
2026-01-02,26,3,71,485.1,0,28,0,152.4206301514055,0
2026-01-02,27,1,59,389.82,0,4,0,58.93251151204891,0
2026-01-02,27,2,60,389.82,0,4,0,156.06786094154003,0
2026-01-02,27,3,61,389.82,0,4,0,142.64092054652727,0
2026-01-02,28,1,72,470.35,0,2,0,128.51925620557049,0
2026-01-02,28,2,75,470.35,0,2,0,186.17926773855592,0
2026-01-02,28,3,75,470.35,0,2,0,104.8408180624184,0
2026-01-02,29,1,69,448.47,0,4,0,104.41600658229073,0
2026-01-02,29,2,61,448.47,0,4,0,108.67381879388529,0
2026-01-02,29,3,64,448.47,0,4,0,126.8669439730851,0
2026-01-02,30,1,46,302.97,0,6,0,97.99417323600035,0
2026-01-02,30,2,50,302.97,0,6,0,99.83924751251345,0
2026-01-02,30,3,50,302.97,0,6,0,135.46370870759407,0
2026-01-02,31,1,62,461.72,0,16,0,100.66224445812934,0
2026-01-02,31,2,68,461.72,0,16,0,95.07262714576174,0
2026-01-02,31,3,74,461.72,0,16,0,167.49633491075767,0
2026-01-02,32,1,26,53.36,0,15,0,48.09387956764382,1
2026-01-02,32,2,19,53.36,0,15,0,18.050495779954367,0
2026-01-02,32,3,28,53.36,0,15,0,62.174550610661676,0
2026-01-02,33,1,31,106.03,0,4,0,35.20240494205573,0
2026-01-02,33,2,33,106.03,0,4,0,26.873674724048527,0
2026-01-02,33,3,27,106.03,0,4,0,26.213563154178097,0
2026-01-02,34,1,26,32.16,0,2,0,75.61754413332594,0
2026-01-02,34,2,23,32.16,0,2,0,25.538469199286517,0
2026-01-02,34,3,23,32.16,0,2,0,18.00381459690295,0
2026-01-02,35,1,41,169.41,0,6,0,56.228800892301976,0
2026-01-02,35,2,46,169.41,0,6,0,122.64044676567921,0
2026-01-02,35,3,34,169.41,0,6,0,72.29349006229585,0
2026-01-02,36,1,38,200.45,0,27,0,104.63068671090221,0
2026-01-02,36,2,33,200.45,0,27,0,70.04865935053743,0
2026-01-02,36,3,36,200.45,0,27,0,68.7095034613613,0
2026-01-02,37,1,24,142.96,0,24,0,12.88002342277583,0
2026-01-02,37,2,43,142.96,0,24,0,103.1295152517081,0
2026-01-02,37,3,35,142.96,0,24,0,39.031095144824846,0
2026-01-02,38,1,56,416.08,0,15,0,132.56260025901517,0
2026-01-02,38,2,66,416.08,0,15,0,44.76124455910204,0
2026-01-02,38,3,61,416.08,0,15,0,60.566004302363794,0
2026-01-02,39,1,41,184.81,0,8,0,89.18484354762153,0
2026-01-02,39,2,50,184.81,0,8,0,36.203292394367764,0
2026-01-02,39,3,39,184.81,0,8,0,31.514208781786188,0
2026-01-02,40,1,41,147.66,0,28,0,50.766024645081785,0
2026-01-02,40,2,31,147.66,0,28,0,78.72051987158177,0
2026-01-02,40,3,34,147.66,0,28,0,17.2196412618235,0
2026-01-02,41,1,51,275.92,0,10,0,47.783613960490584,0
2026-01-02,41,2,53,275.92,0,10,0,100.25441017661502,0
2026-01-02,41,3,50,275.92,0,10,0,126.19124697105522,0
2026-01-02,42,1,32,79.05,0,16,0,28.238704066285013,0
2026-01-02,42,2,21,79.05,0,16,0,26.89426876756179,0
2026-01-02,42,3,29,79.05,0,16,0,33.12407895431432,0
2026-01-02,43,1,64,403.08,0,16,0,140.13459921398015,0
2026-01-02,43,2,53,403.08,0,16,0,28.596294658939676,0
2026-01-02,43,3,64,403.08,0,16,0,155.61963639190122,0
2026-01-02,44,1,23,46.53,0,27,0,34.5683050572415,0
2026-01-02,44,2,31,46.53,0,27,0,67.39420275038205,0
2026-01-02,44,3,24,46.53,0,27,0,47.56871949920536,0
2026-01-02,45,1,62,493.57,0,11,0,185.29947605915984,0
2026-01-02,45,2,63,493.57,0,11,0,45.480864571973534,0
2026-01-02,45,3,68,493.57,0,11,0,105.85714927735222,0
2026-01-02,46,1,112,388.4,1,29,0,330.74618481640505,0
2026-01-02,46,2,63,388.4,0,29,0,69.87593278005899,0
2026-01-02,46,3,63,388.4,0,29,0,155.59456315603174,0
2026-01-02,47,1,29,107.37,0,14,0,39.27140138752676,0
2026-01-02,47,2,29,107.37,0,14,0,51.45500788949811,0
2026-01-02,47,3,33,107.37,0,14,0,63.24246737914203,0
2026-01-02,48,1,28,12.71,0,20,0,51.781283313196,0
2026-01-02,48,2,18,12.71,0,20,0,18.539212090600735,0
2026-01-02,48,3,23,12.71,0,21,1,24.357829983537897,0
2026-01-02,49,1,57,409.58,0,8,0,73.20619599515868,0
2026-01-02,49,2,74,409.58,0,8,0,190.42649495113747,0
2026-01-02,49,3,57,409.58,0,8,0,96.6483482843503,0
2026-01-02,50,1,57,356.36,0,18,0,139.1831173422162,0
2026-01-02,50,2,54,356.36,0,18,0,141.94556606942083,1
2026-01-02,50,3,115,356.36,1,18,0,162.37948800405223,0
2026-01-03,1,1,64,394.74,0,4,0,152.6805670950181,0
2026-01-03,1,2,57,394.74,0,4,0,52.81972809337477,0
2026-01-03,1,3,67,394.74,0,4,0,137.02365544310365,0
2026-01-03,2,1,31,107.84,0,4,0,32.61220380838704,0
2026-01-03,2,2,40,107.84,0,4,0,60.479842908519984,0
2026-01-03,2,3,39,107.84,0,4,0,66.45939753714907,0
2026-01-03,3,1,49,261.97,0,2,0,75.77612614893208,0
2026-01-03,3,2,50,261.97,0,2,0,48.71185602183465,0
2026-01-03,3,3,45,261.97,0,2,0,29.76937648245969,1
2026-01-03,4,1,58,300.28,0,28,0,122.68306790206366,0
2026-01-03,4,2,59,300.28,0,28,0,149.07617437797427,0
2026-01-03,4,3,49,300.28,0,28,0,141.63721835449618,0
2026-01-03,5,1,28,32.76,0,6,0,79.12232193864766,0
2026-01-03,5,2,27,32.76,0,6,0,46.94301698361627,0
2026-01-03,5,3,28,32.76,0,6,0,75.77216083192698,0
2026-01-03,6,1,61,307.7,0,11,0,37.79420011010108,1
2026-01-03,6,2,55,307.7,0,11,0,32.3909942173879,0
2026-01-03,6,3,57,307.7,0,11,0,169.80134826401405,0
2026-01-03,7,1,29,93.56,0,8,0,54.34716316962202,0
2026-01-03,7,2,26,93.56,0,8,0,18.370148124852467,0
2026-01-03,7,3,30,93.56,0,8,0,20.194072971439496,0
2026-01-03,8,1,25,41.88,0,27,0,32.63846896528927,0
2026-01-03,8,2,34,41.88,0,27,0,61.265292055908084,0
2026-01-03,8,3,29,41.88,0,27,0,81.78606392363861,0
2026-01-03,9,1,83,474.95,0,10,0,237.1882363320268,0
2026-01-03,9,2,67,474.95,0,10,0,182.05992078505264,0
2026-01-03,9,3,72,474.95,0,10,0,171.90754717433012,0
2026-01-03,10,1,75,483.16,0,29,0,183.08389621869836,0
2026-01-03,10,2,76,483.16,0,29,0,193.37921267281956,0
2026-01-03,10,3,70,483.16,0,29,0,163.24027033409385,0
2026-01-03,11,1,69,406.11,0,8,0,153.33271460364065,0
2026-01-03,11,2,57,406.11,0,8,0,51.31020798102665,0
2026-01-03,11,3,131,406.11,1,8,0,327.5232422489747,0
2026-01-03,12,1,37,159.26,0,10,0,75.47865414906656,0
2026-01-03,12,2,41,159.26,0,10,0,98.50155290287961,1
2026-01-03,12,3,41,159.26,0,10,0,118.70253171223648,0
2026-01-03,13,1,35,57.86,0,9,0,104.67925454238414,0
2026-01-03,13,2,29,57.86,0,9,0,78.7491940837179,0
2026-01-03,13,3,23,57.86,0,9,0,57.166346548432344,0
2026-01-03,14,1,66,345.27,0,13,0,138.98371177436252,0
2026-01-03,14,2,70,345.27,0,13,0,153.3818890146134,0
2026-01-03,14,3,66,345.27,0,13,0,115.21218757346985,0
2026-01-03,15,1,51,225.67,0,3,0,126.04840799573182,0
2026-01-03,15,2,53,225.67,0,3,0,69.98553985323377,0
2026-01-03,15,3,55,225.67,0,3,0,164.7727828165306,0
2026-01-03,16,1,35,69.8,0,2,0,73.16551941197037,0
2026-01-03,16,2,30,69.8,0,2,0,57.890420342038986,0
2026-01-03,16,3,38,69.8,0,2,0,50.77857243048356,1
2026-01-03,17,1,51,252.64,0,17,0,63.587510632568566,0
2026-01-03,17,2,42,252.64,0,17,0,112.6366763008832,0
2026-01-03,17,3,45,252.64,0,17,0,37.516496896793676,0
2026-01-03,18,1,14,26.85,0,24,0,22.289774591531284,0
2026-01-03,18,2,23,26.85,0,24,0,54.70406744667013,0
2026-01-03,18,3,29,26.85,0,24,0,18.636467283465937,0
2026-01-03,19,1,70,455.57,0,24,0,82.59120207251043,0
2026-01-03,19,2,73,455.57,0,24,0,48.429323755500306,0
2026-01-03,19,3,59,455.57,0,24,0,80.7331406231793,0
2026-01-03,20,1,43,136.8,0,25,0,125.06490167795667,0
2026-01-03,20,2,31,136.8,0,25,0,72.13862478600656,0
2026-01-03,20,3,36,136.8,0,25,0,35.82878694837661,0
2026-01-03,21,1,51,334.64,0,6,0,40.0472125732115,0
2026-01-03,21,2,65,334.64,0,6,0,170.7251093991849,0
2026-01-03,21,3,61,334.64,0,6,0,40.81942518975024,0
2026-01-03,22,1,45,162.74,0,4,0,74.05882217197384,0
2026-01-03,22,2,44,162.74,0,4,0,72.85251171006679,0
2026-01-03,22,3,46,162.74,0,4,0,30.161407176416848,0
2026-01-03,23,1,49,264.83,0,13,0,44.676528295456244,0
2026-01-03,23,2,48,264.83,0,13,0,48.58575289808551,0
2026-01-03,23,3,50,264.83,0,13,0,148.1237070176094,0
2026-01-03,24,1,45,277.89,0,9,0,74.69227989138744,0
2026-01-03,24,2,55,277.89,0,9,0,140.539184582531,0
2026-01-03,24,3,49,277.89,0,9,0,49.46139124314191,0
2026-01-03,25,1,45,100.58,0,23,0,112.26534295678809,0
2026-01-03,25,2,41,100.58,0,23,0,36.69036934062317,0
2026-01-03,25,3,34,100.58,0,23,0,32.65911133523222,0
2026-01-03,26,1,72,485.1,0,28,0,115.25821530630282,0
2026-01-03,26,2,74,485.1,0,28,0,215.91842382294652,0
2026-01-03,26,3,81,485.1,0,28,0,169.02093283392313,0
2026-01-03,27,1,70,389.82,0,4,0,160.88688391460275,0
2026-01-03,27,2,77,389.82,0,4,0,74.57679923878459,0
2026-01-03,27,3,59,389.82,0,4,0,98.99726509259015,0
2026-01-03,28,1,78,470.35,0,2,0,135.3714272138085,0
2026-01-03,28,2,77,470.35,0,2,0,57.87271461578017,0
2026-01-03,28,3,75,470.35,0,2,0,121.94080854476486,0
2026-01-03,29,1,75,448.47,0,4,0,125.86634388715585,0
2026-01-03,29,2,68,448.47,0,4,0,148.9501855528238,0
2026-01-03,29,3,72,448.47,0,4,0,76.89232026423268,0
2026-01-03,30,1,54,302.97,0,6,0,120.7103274238272,0
2026-01-03,30,2,58,302.97,0,6,0,155.32464992814255,0
2026-01-03,30,3,56,302.97,0,6,0,64.44016005924041,0
2026-01-03,31,1,71,461.72,0,16,0,117.2135931383419,0
2026-01-03,31,2,67,461.72,0,16,0,197.11405502553544,0
2026-01-03,31,3,73,461.72,0,23,7,214.03167892780567,0
2026-01-03,32,1,27,53.36,0,15,0,79.77141179509236,0
2026-01-03,32,2,42,53.36,0,15,0,68.23343183711873,0
2026-01-03,32,3,33,53.36,0,15,0,38.223552159639006,1
2026-01-03,33,1,40,106.03,0,4,0,79.88082963834914,0
2026-01-03,33,2,31,106.03,0,4,0,41.10662030037247,0
2026-01-03,33,3,42,106.03,0,4,0,50.95548552751822,0
2026-01-03,34,1,29,32.16,0,2,0,56.067827558553304,0
2026-01-03,34,2,37,32.16,0,2,0,67.08467757061482,1
2026-01-03,34,3,28,32.16,0,2,0,80.90771386045266,1
2026-01-03,35,1,42,169.41,0,6,0,35.43999635578661,0
2026-01-03,35,2,47,169.41,0,6,0,134.90272762014447,0
2026-01-03,35,3,38,169.41,0,6,0,41.24752244747114,0
2026-01-03,36,1,47,200.45,0,27,0,55.409329858247176,0
2026-01-03,36,2,50,200.45,0,27,0,25.36512907767025,1
2026-01-03,36,3,44,200.45,0,27,0,48.27423264421204,0
2026-01-03,37,1,37,142.96,0,24,0,59.89080307232735,0
2026-01-03,37,2,51,142.96,0,24,0,134.40233970043928,1
2026-01-03,37,3,38,142.96,0,24,0,60.661156411056375,0
2026-01-03,38,1,58,416.08,0,23,8,86.56718097939279,0
2026-01-03,38,2,67,416.08,0,15,0,179.93227288476695,0
2026-01-03,38,3,56,416.08,0,15,0,46.408476785717426,0
2026-01-03,39,1,48,184.81,0,8,0,109.68391733602276,0
2026-01-03,39,2,43,184.81,0,8,0,124.1690049846363,0
2026-01-03,39,3,89,184.81,1,8,0,197.266255752105,0
2026-01-03,40,1,37,147.66,0,28,0,52.637404512884785,0
2026-01-03,40,2,43,147.66,0,28,0,93.37155952271327,0
2026-01-03,40,3,39,147.66,0,28,0,20.48779044270498,0
2026-01-03,41,1,55,275.92,0,10,0,44.0767822555074,0
